Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice
7392,5,7,1930,1995,912,1,2,0,1,99500
9000,5,5,1958,1958,1955,2,4,0,1,165500
14584,1,5,1952,1952,733,1,2,0,2,13100
5280,4,7,1895,1950,1361,1,2,0,1,89000
8500,4,4,1920,1950,1317,1,3,0,1,40000
5150,4,7,1910,2000,1049,1,2,0,1,80900
18000,3,4,1935,1950,894,1,2,0,3,81000
9000,4,6,1920,1950,864,1,3,0,1,65000
5587,8,5,2008,2008,1652,2,2,1,2,392500
3843,8,5,2007,2008,1648,2,2,1,2,294464
3811,7,5,2004,2005,1646,2,2,1,2,250000
3842,8,5,2004,2005,1646,2,2,1,2,275000
23730,7,5,1996,1997,2032,3,3,0,3,300000
13265,8,5,2002,2002,1689,2,3,2,3,271000
11050,7,5,1996,1997,1820,2,3,1,3,213000
9880,6,6,1977,1977,1118,1,3,1,1,171000
10125,6,6,1977,1977,1279,2,3,2,2,171500
10260,5,4,1976,1976,1872,2,4,0,2,100000
9990,4,5,1991,1991,1689,2,3,1,2,228500
164660,5,6,1965,1965,1786,2,3,2,2,228950
4084,7,6,1986,1986,1501,2,2,1,2,241500
15498,8,6,1976,1976,2898,2,2,1,2,287000
11563,8,5,2006,2007,1537,2,3,0,3,294000
9520,8,5,2007,2008,1646,2,3,1,3,293077
12852,8,5,2007,2007,1780,2,3,1,2,264966
9802,5,5,2006,2007,1442,2,3,0,2,172500
9735,5,5,2006,2007,1394,2,3,0,2,167500
12018,7,5,2008,2008,1612,2,3,0,3,218689
12890,6,5,1989,1989,1495,2,3,1,2,150000
12416,6,5,1986,1986,1651,2,3,1,2,184000
18265,6,5,1986,1986,1256,2,3,1,2,180000
10200,6,5,1988,1989,1509,2,3,1,2,175000
11202,8,5,2003,2003,1440,2,3,1,2,232500
7915,6,5,1999,2000,1675,2,3,0,2,195000
12244,8,5,2003,2003,2262,2,4,2,3,305000
11449,8,5,2007,2007,1728,2,3,1,2,298751
11447,8,5,2005,2006,1964,2,3,1,3,370000
8940,7,5,1997,1998,1344,2,2,0,4,209200
7060,7,5,1997,1998,1344,2,2,0,4,206300
9278,5,5,2007,2008,1092,1,2,0,0,146000
4500,6,5,1997,1997,1189,2,2,0,2,160500
14137,4,5,1964,1964,1200,1,3,0,3,173000
4224,5,6,1975,1975,1040,1,3,0,2,124000
2665,5,6,1976,1976,1304,1,3,1,1,115000
2665,5,7,1976,1976,1475,2,4,1,1,129500
1974,4,7,1973,2006,988,1,2,0,1,105000
1596,4,6,1973,1973,988,1,1,1,1,94900
17979,5,6,1968,1968,1160,1,3,0,1,152500
1477,6,9,1970,2007,1092,2,3,0,0,98000
1890,4,7,1972,1972,630,1,1,0,0,81000
21750,5,5,1954,1954,988,1,2,0,2,113000
6490,5,7,1983,1983,816,1,2,0,1,128500
6951,5,5,1984,1985,923,1,3,0,1,119500
6600,5,9,1982,2008,816,1,3,1,1,130500
6600,5,8,1982,2003,816,1,2,0,2,138000
6600,5,6,1982,2005,845,1,3,0,1,134500
12508,6,7,1940,1985,1750,2,4,0,1,160000
12395,5,6,1984,1984,889,1,3,0,2,137500
11075,5,4,1969,1969,1968,2,4,1,2,172000
56600,5,1,1900,1950,1836,2,4,0,1,103000
10667,6,6,1971,1971,1587,2,3,1,2,167300
10628,7,5,1970,1970,1277,1,2,1,2,167000
13651,7,6,1973,1973,2223,2,3,2,2,244000
15865,8,6,1970,1970,2217,2,4,1,2,268000
12394,7,5,2003,2003,1733,2,3,1,2,225000
10364,6,5,1995,1996,1572,2,3,1,2,168000
13869,6,6,1997,1997,1470,2,3,0,2,177000
8773,6,5,1997,1997,1600,2,3,1,2,169000
8872,6,5,1997,1997,1384,2,3,1,2,161500
5330,8,5,2000,2000,1652,2,2,0,2,251000
10147,6,5,1994,1994,1694,2,3,1,2,160000
8637,6,5,1999,2000,1714,2,3,1,2,180000
7875,7,5,1996,1996,1553,2,3,0,2,178750
7875,7,5,1995,1996,1253,2,3,1,2,176000
7500,6,5,1999,2003,2299,3,5,1,2,204000
9556,7,5,1992,1993,1187,2,3,0,2,160000
10784,7,5,1991,1992,1472,2,3,1,2,160000
9125,7,5,1992,1992,1482,2,3,1,2,163900
7655,6,5,1993,1994,1642,2,3,1,2,168000
18160,6,6,1964,1964,1128,1,3,1,2,154204
3696,8,5,1986,1986,1088,1,2,0,2,170000
5062,7,5,1984,1984,2090,2,3,1,2,207500
4740,8,5,1988,1988,1179,2,2,0,2,182000
5118,8,5,1990,1990,1321,1,1,1,2,212000
14157,9,5,2005,2006,1922,2,3,1,3,377426
12328,8,5,2005,2005,2541,3,4,1,3,349265
51974,9,5,2006,2007,2338,2,4,2,3,591587
41600,5,5,1969,1990,1424,1,3,0,3,155000
8035,9,5,2006,2006,1612,2,2,1,2,319900
8089,8,6,2007,2007,1419,2,2,1,2,392000
14082,8,5,2006,2006,2234,1,1,1,2,441929
13870,10,5,2006,2007,2042,2,3,1,3,455000
12546,6,7,1981,1981,1440,2,3,1,2,182900
10960,6,5,1984,1984,1284,2,3,0,2,174000
12090,6,7,1984,2003,1868,3,3,1,2,178000
12090,7,7,1981,2003,1479,2,3,1,2,176000
12299,7,6,1978,1985,1664,2,3,1,2,213000
11339,7,5,1979,1979,1930,2,4,1,2,192000
11952,7,6,1977,1977,1969,2,3,1,2,190000
12046,6,6,1976,1976,2030,2,4,1,2,195000
10395,6,6,1978,1978,1032,2,3,1,2,148000
11850,6,6,1984,1984,1177,2,3,0,2,151500
11584,7,6,1979,1979,1725,2,3,1,2,197000
10400,6,5,1979,1999,1353,2,2,1,2,192350
10793,5,5,1969,1969,1620,2,4,0,2,152000
13001,6,5,1971,1971,1220,2,2,1,2,170000
12243,5,6,1971,1971,1484,2,3,1,2,175000
11700,6,6,1968,1968,1743,1,3,1,2,175000
12384,7,7,1976,1976,1935,2,3,1,2,197900
8991,7,6,1976,1976,1324,2,3,1,2,174000
8000,6,6,1974,1974,1877,2,4,1,2,178900
10500,5,7,1971,2005,1109,1,3,0,1,139000
10530,6,5,1971,1971,981,1,3,0,2,143250
7472,7,9,1972,2004,1479,1,4,0,2,184000
9457,5,6,1970,1990,1422,1,3,0,2,155000
7920,5,5,1970,2002,914,1,3,0,1,133000
9758,5,5,1971,1971,950,1,3,0,1,119500
8294,4,5,1971,1971,872,1,3,0,4,123000
7340,4,6,1971,1971,858,1,2,0,1,110000
17199,4,7,1961,1961,914,1,2,0,1,128000
9000,4,6,1971,1971,864,1,3,0,2,120500
4058,7,5,1998,1998,767,1,1,0,1,133000
4113,6,5,2001,2001,1337,2,2,1,2,155000
10943,6,5,1997,1998,1337,2,2,1,2,177000
2205,6,6,1973,1973,1092,1,3,0,1,113500
1890,6,5,1973,1973,1218,1,3,0,1,113000
2058,6,5,1973,1973,1218,1,4,0,1,113700
2016,5,5,1970,1970,1302,2,3,0,2,106000
1920,5,5,1971,1971,1365,1,2,0,2,122500
4928,6,5,1976,1976,958,2,2,1,2,128000
2308,6,6,1976,1976,1548,2,3,1,2,155000
2304,7,7,1978,1978,1055,2,2,0,1,142500
7150,5,6,1966,1966,988,1,3,0,1,129250
12469,9,5,2006,2007,1816,2,3,1,3,356000
11694,9,5,2007,2007,1828,2,3,1,3,314813
12030,8,5,2007,2007,1694,2,3,0,3,318000
11825,8,5,2006,2007,1694,2,3,1,3,322400
12085,8,5,2007,2007,1734,2,3,1,3,318000
14333,8,5,2007,2007,2122,2,2,1,3,345474
14450,9,5,2006,2007,2121,2,3,1,3,415298
13641,9,5,2007,2007,2656,2,3,1,3,492000
13440,8,5,2006,2007,2550,2,4,1,3,338931
15431,10,5,2005,2006,2046,2,2,2,3,450000
14154,7,5,2006,2006,2172,2,3,1,3,280000
13891,9,5,2007,2007,2552,2,3,2,3,479069
14226,8,5,2006,2006,1973,2,3,1,3,395000
13693,9,5,2006,2006,2643,2,3,1,3,380000
11428,8,5,2006,2006,1634,2,3,1,3,250000
14977,8,5,2006,2007,1976,2,2,1,3,440000
13654,9,5,2005,2006,2758,2,4,1,3,418000
17169,10,5,2007,2007,2290,2,2,1,3,500067
16659,8,5,2007,2008,2152,2,3,1,2,260116
9591,8,5,2004,2005,2473,2,4,1,3,317000
9709,8,5,2007,2007,2100,2,3,2,3,319500
10562,8,5,2007,2007,2161,1,3,1,3,325624
13615,9,5,2006,2006,1802,2,3,1,3,372000
13069,8,5,2004,2004,2956,2,5,1,3,342000
12099,8,5,2004,2004,2468,2,4,1,3,354000
14277,8,5,2003,2003,2385,2,3,1,3,350000
11999,8,5,2003,2004,2374,2,4,1,3,285000
12568,8,5,2007,2007,1818,2,3,1,3,281500
9926,7,5,2005,2006,1614,2,3,0,3,245700
9254,8,5,2005,2005,1721,2,3,0,2,232698
10732,8,5,2006,2007,1828,2,3,0,3,250000
7577,6,5,2005,2006,1362,2,2,1,2,194700
3901,6,5,2005,2006,1302,1,1,1,2,204000
3903,6,5,2005,2006,1302,1,1,1,2,200000
6289,6,5,2005,2006,1362,2,2,1,2,207000
4590,8,5,2006,2006,1554,2,2,1,2,209500
4590,8,5,2006,2006,1554,2,2,1,2,209500
6442,8,5,2006,2006,1370,2,2,1,2,202500
7841,9,5,2005,2005,1577,2,2,1,2,280000
7313,9,5,2005,2005,1561,2,2,1,2,277500
7820,9,5,2007,2007,1869,2,2,1,2,318061
6240,8,5,2006,2006,1324,2,2,1,2,221370
3242,7,5,2003,2003,1405,2,2,1,2,200000
15810,6,5,2007,2007,1496,3,3,0,2,181755
10237,6,5,2005,2006,1536,2,3,1,2,176000
10237,6,5,2005,2007,1484,2,3,1,2,178900
13204,7,5,2006,2007,1458,2,3,0,2,168165
8857,6,5,2006,2006,1495,2,3,1,2,171925
9729,6,5,2006,2007,1746,2,3,1,3,198444
12216,6,5,2005,2005,1326,2,3,0,2,203000
9018,7,5,2007,2007,1456,2,3,1,2,179540
8993,7,5,2007,2007,1302,2,3,0,2,176485
8899,7,5,2007,2007,1340,2,3,0,2,181134
8499,6,5,2006,2007,1412,2,3,1,2,156932
8229,6,5,2007,2007,1504,2,3,0,2,166000
7713,7,5,2007,2007,1456,2,3,0,2,177594
7697,7,6,2007,2007,1258,2,3,0,2,173500
3922,7,5,2006,2007,1258,2,2,1,3,172500
3922,7,5,2006,2007,1402,0,2,1,3,194201
3621,8,5,2003,2003,1589,2,2,1,3,226500
3710,7,5,2007,2007,1266,2,2,1,2,185485
14572,7,5,2004,2004,1530,2,3,1,3,259000
16219,7,5,2004,2005,1119,2,2,0,2,188500
11084,7,5,2004,2004,1374,2,3,1,2,175000
11796,7,5,2004,2005,1959,2,4,1,2,215000
10936,7,5,2006,2006,1525,2,3,1,2,206580
8244,7,5,2004,2004,1720,2,3,1,2,183500
11950,7,5,2003,2003,1394,2,3,1,2,165500
7875,7,5,2003,2003,1948,2,4,1,2,211000
8063,6,5,2000,2000,1690,2,3,1,2,181000
8740,7,5,2002,2002,1995,2,4,1,2,219500
7917,6,5,1999,2000,1647,2,3,1,2,175000
9967,7,5,2000,2000,1430,2,3,1,2,170000
7750,7,5,2003,2003,1320,2,3,0,2,162000
9487,6,5,2000,2000,1690,2,3,1,2,187000
9649,6,5,1999,2000,1644,2,3,1,2,185000
12191,8,5,1997,1998,2551,2,4,2,3,384500
11000,8,5,2000,2000,2285,2,4,1,3,248000
11400,10,5,2001,2002,2633,2,2,2,3,466500
10557,9,5,1998,1998,3078,2,4,1,3,410000
11002,8,5,1998,1999,2582,2,4,1,3,322500
10790,7,5,1998,1998,2385,2,4,1,3,252000
9920,7,5,1996,1997,2013,2,3,1,2,269790
11787,7,5,1996,1997,2398,2,3,1,3,315750
9950,7,5,1995,1995,2520,2,4,1,3,290000
12257,8,5,1995,1995,2531,2,4,1,3,290000
12692,8,5,1992,1993,3228,3,4,1,2,430000
11762,8,5,1992,1993,2202,2,4,1,2,263000
9044,8,5,1996,1997,2538,2,4,1,3,330000
9910,7,6,2007,2007,1369,2,3,0,2,213133
11830,8,5,2007,2007,1542,2,3,1,3,260261
11670,9,5,2006,2006,1905,2,3,1,3,320000
15256,8,5,2007,2007,1464,2,3,0,3,282922
10612,8,5,2006,2006,1534,2,3,1,2,215000
12291,10,5,2007,2007,1966,2,1,1,3,419005
13501,8,5,2006,2006,1636,2,3,1,3,255000
9986,8,5,2006,2007,1795,2,2,1,3,147000
9965,7,5,2007,2007,1528,3,3,1,2,235876
9416,7,5,2007,2007,1726,2,3,1,3,311872
9849,7,6,2007,2007,1689,2,3,0,3,248328
10000,8,5,2006,2006,1588,2,3,1,3,227000
8847,8,5,2005,2005,1538,2,3,0,2,260000
9158,8,5,2007,2007,1496,2,3,0,2,225000
8251,7,5,2005,2006,1506,2,3,1,2,249000
10084,8,5,2004,2005,1694,2,3,1,2,307000
9605,7,5,2006,2006,1977,2,3,0,3,250000
8778,8,5,2006,2006,1830,2,3,0,3,221300
8640,8,5,2007,2007,1338,2,3,0,2,208900
9000,7,5,2006,2007,1335,2,3,0,2,210400
8640,8,5,2007,2007,1792,2,3,0,2,255000
10411,5,5,2007,2007,1588,3,3,0,2,212109
9000,8,5,2006,2006,1959,2,3,1,3,270000
9000,8,5,2007,2007,2610,2,4,1,2,303477
12217,8,5,2007,2007,1880,2,3,1,3,310013
11096,8,5,2006,2006,1656,2,3,0,3,249700
10207,7,6,2007,2007,1761,3,3,0,2,227875
10440,8,5,2007,2007,1584,2,2,1,2,261329
11824,8,5,2006,2006,1685,2,2,1,3,253000
10625,6,5,2004,2004,2443,2,4,1,3,265000
11143,8,5,2004,2005,2466,3,4,1,2,340000
7500,6,5,2006,2007,1100,1,3,0,0,146000
7500,7,5,2006,2006,1143,1,3,0,0,147000
12450,5,5,2003,2004,1094,1,3,0,2,149000
7441,7,5,2006,2006,1486,2,3,0,2,181000
8462,6,5,1994,1994,1721,2,3,0,2,201000
11613,6,5,1993,1997,1820,2,3,0,2,191750
8450,7,5,2000,2001,1349,2,3,0,2,179000
16196,7,5,1998,1998,1494,2,3,1,2,215000
8012,6,5,1992,1992,1575,2,2,0,2,179200
8012,6,5,1980,1980,1266,1,2,2,1,128000
9180,5,7,1983,1983,884,1,2,0,2,144000
8400,5,5,1977,1977,2020,2,4,2,2,144000
6285,5,5,1977,1977,894,1,2,0,1,120750
8480,5,6,1963,1963,970,1,2,0,2,132500
7420,5,5,1962,1962,1057,1,3,0,2,132000
7758,5,7,1962,2001,999,1,3,0,1,132500
6970,4,5,1961,1961,1120,1,3,0,2,129000
13673,5,5,1962,1962,1696,1,3,1,1,143900
7476,5,7,1968,1968,1040,1,3,0,2,145000
9945,5,5,1961,1961,988,1,3,0,2,128500
6173,5,6,1967,1967,902,1,3,0,1,125500
19522,7,5,1990,1990,2503,2,3,1,2,300000
17542,7,7,1974,2003,2167,2,3,2,2,294000
10751,5,5,1974,1974,1037,1,2,0,2,129000
16647,5,5,1975,1981,1701,2,3,2,2,171000
12712,6,7,1973,2006,1055,1,2,1,2,147000
9572,8,5,1990,1990,2810,2,4,1,2,302000
10678,8,5,1992,2000,2872,2,4,1,2,285000
4379,8,5,2004,2004,1378,2,2,1,2,214000
3523,8,5,2006,2007,1151,2,2,0,2,166000
3784,8,5,2006,2007,1565,2,2,0,2,193800
4230,7,5,2006,2007,1352,2,2,1,2,208900
3606,7,5,2006,2007,1352,2,2,1,2,194000
5330,8,5,2006,2007,1550,2,2,0,2,207500
4274,7,5,2006,2007,1241,1,1,0,2,199900
4251,7,5,2006,2007,1250,2,2,0,2,164700
2280,6,5,1999,1999,1501,2,3,1,2,176500
3230,6,5,1999,1999,1458,2,2,1,2,176000
2117,6,5,2000,2000,1512,2,2,1,2,168500
2117,6,5,2000,2000,1573,2,3,0,2,177000
2117,6,5,2000,2000,1525,2,3,1,2,177000
5105,7,5,2004,2004,1102,2,2,0,2,148800
2645,8,5,1999,2000,1441,2,2,0,2,174000
7399,7,5,1997,1998,1950,2,3,1,2,239000
7321,7,5,1999,2000,1358,2,3,0,2,204000
8010,8,5,2003,2004,2048,2,3,2,2,301000
8413,8,5,1998,1998,2362,2,3,2,2,312500
9466,8,5,1994,1995,1494,1,1,1,2,279700
12000,7,6,1980,1980,2362,2,3,1,2,255000
16157,5,7,1978,1978,1432,1,2,1,2,194000
10768,5,8,1976,2004,1437,2,3,1,2,218000
3840,8,6,1978,1998,1295,1,1,2,2,213750
9600,6,7,1976,1994,1855,2,3,1,2,187000
9600,6,8,1976,1976,1262,2,3,1,2,181500
17778,8,5,1981,1981,2497,2,2,2,2,373000
18890,5,5,1977,1977,2620,2,4,1,2,190000
7050,7,5,2001,2001,1929,2,3,1,2,226000
11700,6,6,1968,1968,1152,1,3,0,2,143450
8000,6,6,1970,1970,2411,2,4,1,2,240050
8723,6,6,1969,1969,1082,1,3,0,2,162500
11700,6,5,1968,1968,1295,1,3,0,2,164000
11358,7,7,1972,1987,1610,2,3,1,2,185000
9547,7,6,1993,1993,1594,2,2,1,2,188500
10530,7,6,1993,1993,2075,2,3,1,2,255000
11500,5,6,1976,1976,1680,2,4,0,2,136905
10738,6,7,1966,1966,1093,2,3,1,2,158500
9600,7,6,1973,1973,1242,1,3,1,2,175500
10800,6,5,1963,1963,1052,1,3,0,1,127000
8050,5,6,1967,1993,1107,1,3,0,1,127000
10355,5,5,1967,1967,1214,2,3,1,1,143000
10289,5,7,1965,1965,1073,1,3,0,2,156000
9503,5,5,1958,1983,1344,1,2,1,1,144000
10624,5,4,1964,1964,1728,2,6,0,1,119000
10899,4,5,1964,1964,1224,2,2,0,3,103000
12342,5,5,1960,1978,1422,1,3,1,1,139900
12772,6,8,1960,1998,958,1,2,0,1,151500
8892,5,5,1960,1960,1065,1,3,0,2,126500
10482,6,8,1958,1958,1138,1,3,0,1,145000
7535,5,7,1958,1985,912,1,2,0,1,120000
7450,5,5,1956,1956,1074,1,2,1,2,124000
8339,5,7,1959,1959,882,1,3,0,1,106500
14357,5,5,1961,1961,1187,1,2,1,2,140500
8243,5,7,1961,1961,964,1,3,1,2,137500
8680,5,7,1960,1960,894,1,3,0,1,117600
8800,7,6,1966,1966,1200,2,3,1,2,163500
9200,6,5,1965,1965,1042,2,3,0,2,161000
9350,6,7,1964,1991,1302,2,3,0,1,158000
8800,6,7,1964,1997,2154,2,5,1,2,224500
11382,6,5,1964,1964,1374,1,3,1,1,147000
22002,6,7,1959,1991,1652,1,3,1,2,200000
14585,6,6,1960,1987,1429,1,3,2,2,181900
7388,5,6,1959,2002,1327,1,3,0,2,150750
9842,4,5,1962,1962,1224,2,2,0,2,101800
8280,6,5,1950,1950,932,1,2,1,1,124000
12172,5,7,1940,1996,908,1,2,0,2,138500
5000,1,3,1946,1950,334,1,1,0,0,39300
5000,3,3,1946,1950,666,1,2,0,0,64500
3500,3,5,1945,1950,670,1,2,0,0,64000
5175,5,8,1958,2000,808,1,2,0,1,112000
9500,6,6,1964,1978,1977,1,4,1,2,165000
9600,5,6,1955,1955,1150,1,2,0,1,144000
11345,5,5,1948,1950,1920,2,4,0,2,137000
9492,5,5,1941,1950,1376,1,3,1,1,105000
9480,5,7,1942,1995,1644,1,3,2,1,146500
8668,5,5,1968,1968,1560,2,4,0,3,126000
10050,5,6,1966,1966,1280,2,3,1,2,175000
9600,6,5,1961,1961,1254,1,3,1,2,158500
10150,5,5,1958,1958,912,1,2,0,1,114500
11344,5,5,1958,1958,1524,1,3,0,1,144000
18450,6,5,1965,1979,2380,2,3,1,2,129000
8760,6,7,1957,1999,936,1,2,0,1,141000
6860,5,6,1956,1956,1008,1,3,0,1,131000
8250,5,7,1963,1963,1053,1,3,0,2,142100
8176,5,6,1958,1992,1056,1,3,0,1,139000
9750,6,6,1958,1958,1442,1,4,0,1,157900
9250,5,7,1954,2005,1056,1,3,0,1,139400
11988,6,6,1957,1957,1244,1,3,2,1,150000
9100,5,5,1960,1960,1144,1,3,1,1,120000
9736,6,6,1957,1969,1721,1,4,3,2,174850
9770,5,5,1957,1957,922,1,2,0,1,116000
10152,5,5,1956,1956,1048,1,3,0,1,135000
12155,6,3,1970,1970,1657,2,3,1,2,163500
12198,5,6,1955,1975,1411,1,3,1,1,130000
10050,5,5,1955,1955,1216,1,3,0,1,129500
11556,5,9,1953,2006,1154,1,3,0,1,142000
8078,5,5,1958,1958,1560,2,4,0,2,128600
10950,6,6,1952,1952,948,1,2,0,2,125000
7942,6,7,1953,1953,1040,1,3,0,1,136000
8923,5,7,1953,2006,1008,1,2,0,1,134500
8540,5,8,1956,2003,925,1,3,0,1,127000
7134,5,5,1955,1955,1360,1,3,1,2,130000
7150,4,4,1955,1955,1540,1,4,0,1,115000
8400,5,5,1955,1955,925,1,3,2,1,116900
13300,5,7,1956,2000,928,1,2,0,1,132000
9532,4,6,1953,1953,1647,1,3,1,1,153000
15783,5,5,1952,1952,924,1,2,0,1,112500
14190,4,7,1890,2006,1544,2,3,0,0,138000
9600,5,7,1949,2003,893,1,2,0,2,135000
12099,5,6,1953,2004,1728,1,3,1,1,156000
21281,5,4,1935,2007,3086,3,4,0,3,301600
10134,5,6,1940,1950,1034,1,2,0,1,109000
5500,4,6,1956,1956,882,1,1,0,0,103200
10284,4,7,1925,1993,1281,2,1,0,2,128500
10800,4,6,1927,2007,968,2,4,0,1,64500
10800,5,9,1895,1999,1534,1,3,0,0,148000
5400,5,6,1920,1950,691,1,2,0,1,86000
10090,7,5,1963,1999,1651,2,4,2,1,172000
8700,5,7,1961,1961,888,1,3,0,1,120000
8300,6,6,1968,1968,952,1,3,0,1,128500
11606,5,5,1969,1969,2080,1,5,2,2,135000
8064,5,7,1949,2006,924,1,3,1,2,122900
11664,6,5,1948,1950,1082,1,2,1,1,119200
10496,6,6,1949,1950,1846,2,3,1,1,143000
7200,5,7,1950,1950,988,1,3,0,1,119000
7200,5,3,1950,1950,1238,1,3,1,1,102000
7200,5,8,1950,2002,864,1,3,0,2,129000
7000,5,7,1960,2002,1134,1,2,0,1,135000
7500,5,7,1959,2003,1040,1,3,0,1,152000
7315,5,6,1958,1958,1170,1,3,1,1,140000
7903,5,5,1960,1960,1242,1,3,0,1,152000
8000,5,5,1960,1960,1377,1,3,2,1,156500
8000,5,4,1961,1961,1800,2,6,0,0,141000
7000,5,6,1961,1961,925,1,3,0,1,99000
9760,6,8,1964,1993,1851,2,3,1,2,187000
7590,5,5,1962,1962,1812,2,4,1,1,169500
6600,5,5,1962,1962,864,1,2,0,1,125500
6760,5,5,1962,1962,936,1,3,1,1,130000
6978,5,7,1926,1980,960,1,2,0,2,103000
9600,5,7,1910,2002,1432,2,2,0,2,132000
6000,6,6,1927,1950,1296,1,3,0,2,127500
4480,5,5,1922,1950,1022,1,2,1,1,89500
7200,5,5,1980,1980,936,1,2,0,2,140000
3153,5,6,1920,1990,967,1,2,1,1,99900
10800,4,7,1885,1995,1047,1,2,0,1,100000
7200,5,8,1940,1950,1072,1,2,2,2,130000
9000,5,8,1900,2006,1174,1,2,1,2,135000
6000,3,7,1948,2002,1183,1,2,0,1,120000
5925,4,7,1937,2000,1131,1,2,0,2,89471
5925,4,6,1900,1950,1141,1,3,0,1,85000
6000,4,4,1920,1950,960,1,2,0,1,108500
9639,4,8,1900,1950,1798,2,4,0,2,137000
3880,5,9,1945,1997,866,1,2,0,0,110500
8520,5,6,1923,2006,968,1,2,0,2,100000
10337,8,9,1910,1999,1772,2,3,0,2,184900
9863,6,6,1927,1950,1642,1,4,1,1,145000
9600,5,8,1925,1994,1472,1,3,0,1,125000
4571,5,7,1910,1950,1232,1,3,0,2,114000
13600,5,5,1900,1950,2337,2,5,0,2,90000
8398,6,8,1910,1990,1650,2,3,0,2,144100
9900,6,4,1880,1950,2210,2,5,0,1,117500
3600,5,7,1930,2005,1358,1,3,1,1,124500
13500,7,8,1879,1987,2454,2,3,1,2,185000
7200,6,6,1910,1998,2291,2,4,1,2,133900
5400,6,7,1926,2004,1616,2,3,0,1,152000
8100,5,6,1948,1973,1559,1,2,0,2,153500
10800,7,8,1890,1998,2554,1,3,0,2,159500
9439,5,5,1930,1950,1248,1,2,0,1,87000
8626,4,6,1956,1956,968,1,2,0,1,104500
11800,4,7,1949,2002,1382,2,1,1,1,110000
6854,5,7,1925,1994,1060,1,1,1,1,136500
8674,5,6,1950,1950,1435,1,3,0,1,128250
8731,5,5,1920,1950,1167,1,3,1,2,144000
8737,6,7,1923,1950,1635,1,3,1,2,210000
6125,5,7,1939,1998,1274,2,3,0,1,135000
6000,6,6,1939,1950,1232,1,3,2,1,128000
6000,6,6,1941,1950,1218,1,3,1,2,131000
6120,5,7,1939,1950,884,1,2,0,1,113000
6240,6,5,1938,1950,1409,1,3,1,2,126000
6240,5,8,1939,1952,1322,1,4,0,1,132000
6240,5,7,1930,1992,1426,1,3,1,1,131750
6120,5,6,1926,1950,1281,1,2,0,2,132500
6120,5,8,1920,2004,1513,1,4,0,1,137500
6120,7,8,1929,2001,854,1,2,0,2,132000
6240,6,6,1931,1950,1367,1,3,1,1,127500
6180,6,5,1926,1950,986,1,2,1,1,102000
7755,6,8,1918,1995,2264,2,4,0,1,200000
13515,6,6,1919,1950,1824,1,3,1,2,180500
8850,6,7,1920,1950,1376,1,3,0,2,165000
8550,5,5,1926,1950,1316,1,4,0,2,90000
8730,6,7,1915,2003,1396,1,3,0,1,153575
5700,7,6,1929,1990,1344,1,3,1,2,140000
8520,6,7,1916,1950,2526,2,5,1,1,136000
5680,5,4,1901,1950,1173,2,3,0,1,113000
5680,5,3,1901,1950,1214,1,2,0,1,117000
7758,7,4,1931,1950,1818,1,4,2,1,169500
7449,7,7,1930,1950,1108,1,3,1,1,139400
13200,6,6,1963,1963,2294,3,5,1,2,202500
6882,6,7,1914,2006,1355,1,3,0,0,127000
9000,6,6,1937,1950,1375,1,3,1,1,141000
9780,7,9,1950,2005,1952,1,4,2,1,212300
10320,6,5,1915,1950,2180,1,3,1,2,161000
4330,4,6,1958,1958,1315,2,3,0,2,99500
7200,5,7,1920,1996,1111,1,3,0,1,101000
4800,4,7,1916,1990,1196,1,2,0,2,109900
12358,5,6,1941,1950,1382,1,2,0,2,128500
10120,7,4,1910,1950,1889,1,4,1,1,122000
4388,5,7,1930,1950,840,1,3,1,0,87000
10320,4,1,1910,1950,1484,2,3,0,1,50000
12888,7,8,1937,1980,2267,1,3,2,2,219000
18030,5,6,1946,1994,3086,3,3,1,0,200500
8160,5,6,1940,1950,1134,1,3,0,1,126000
4484,5,6,1942,1979,1282,1,2,0,1,108500
11235,5,5,1963,1963,999,1,3,0,1,130000
11235,5,5,1964,1980,1452,1,2,1,2,158450
14299,4,3,1964,1964,1005,1,3,0,2,115400
7943,4,5,1961,1961,1029,1,3,0,1,118500
14149,5,8,1964,2001,1020,2,3,1,2,165000
11677,5,4,1966,1966,1040,1,3,0,1,123000
8400,6,5,1966,1966,913,1,3,0,1,129000
7094,5,5,1966,1966,894,1,3,0,1,125000
8978,5,5,1968,1968,948,1,3,0,1,108000
8425,5,6,1971,1990,868,1,2,0,2,119900
8665,5,5,1968,1968,897,1,3,0,1,115000
8398,5,5,1967,1967,943,1,2,0,2,134500
7742,5,7,1966,1966,955,1,3,0,1,127000
8724,5,5,1968,1968,894,1,3,1,2,129000
8197,6,5,1977,1977,1285,1,3,1,2,143500
8169,5,7,1966,1966,912,1,3,0,1,129000
14175,5,5,1956,1998,1375,1,3,1,1,187000
16779,5,4,1920,1996,2654,3,4,1,2,158000
25339,5,7,1918,2007,1416,2,3,0,2,112000
6960,7,8,1940,1998,1302,1,2,2,1,165250
11375,6,5,1954,1995,1299,1,3,1,2,150000
13770,5,6,1958,1998,1176,1,3,2,1,137000
9000,4,7,1945,1950,998,1,3,0,2,89500
